2024-03-04 12:11:55,338 INFO    Thread-179 (_run_job):1206 [wandb_setup.py:_flush():76] Current SDK version is 0.16.3
2024-03-04 12:11:55,339 INFO    Thread-179 (_run_job):1206 [wandb_setup.py:_flush():76] Configure stats pid to 1206
2024-03-04 12:11:55,339 INFO    Thread-179 (_run_job):1206 [wandb_setup.py:_flush():76] Loading settings from /home/sadbhawna/.config/wandb/settings
2024-03-04 12:11:55,340 INFO    Thread-179 (_run_job):1206 [wandb_setup.py:_flush():76] Loading settings from /home/sadbhawna/Desktop/cs6910_assignment1/wandb/settings
2024-03-04 12:11:55,340 INFO    Thread-179 (_run_job):1206 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'cs23d014_assignment_1', 'entity': 'cs23d014', 'root_dir': '/home/sadbhawna/Desktop/cs6910_assignment1', 'run_id': 'n8hz3d3n', 'sweep_param_path': '/home/sadbhawna/Desktop/cs6910_assignment1/wandb/sweep-isb32uda/config-n8hz3d3n.yaml', 'sweep_id': 'isb32uda'}
2024-03-04 12:11:55,341 INFO    Thread-179 (_run_job):1206 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-03-04 12:11:55,341 INFO    Thread-179 (_run_job):1206 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'sweep_functionality.py', 'program_abspath': '/home/sadbhawna/Desktop/cs6910_assignment1/sweep_functionality.py', 'program': '/home/sadbhawna/Desktop/cs6910_assignment1/sweep_functionality.py'}
2024-03-04 12:11:55,342 INFO    Thread-179 (_run_job):1206 [wandb_init.py:_log_setup():526] Logging user logs to /home/sadbhawna/Desktop/cs6910_assignment1/wandb/run-20240304_121155-n8hz3d3n/logs/debug.log
2024-03-04 12:11:55,342 INFO    Thread-179 (_run_job):1206 [wandb_init.py:_log_setup():527] Logging internal logs to /home/sadbhawna/Desktop/cs6910_assignment1/wandb/run-20240304_121155-n8hz3d3n/logs/debug-internal.log
2024-03-04 12:11:55,342 INFO    Thread-179 (_run_job):1206 [wandb_init.py:init():566] calling init triggers
2024-03-04 12:11:55,342 INFO    Thread-179 (_run_job):1206 [wandb_init.py:init():573] wandb.init called with sweep_config: {'activation': 'sigmoid', 'batch_size': 64, 'dataset': 'fashion_mnist', 'epochs': 25, 'eps': 1e-06, 'hidden_size': 128, 'learning_rate': 0.0004, 'loss': 'mean_squared_error', 'num_layers': 3, 'optimizer': 'nadam', 'wandb_project': 'cs23d014_assignment_1', 'weight_decay': 0.006, 'weight_ini': 'He Normal'}
config: {}
2024-03-04 12:11:55,342 INFO    Thread-179 (_run_job):1206 [wandb_init.py:init():616] starting backend
2024-03-04 12:11:55,343 INFO    Thread-179 (_run_job):1206 [wandb_init.py:init():620] setting up manager
2024-03-04 12:11:55,347 INFO    Thread-179 (_run_job):1206 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-03-04 12:11:55,348 INFO    Thread-179 (_run_job):1206 [wandb_init.py:init():628] backend started and connected
2024-03-04 12:11:55,356 INFO    Thread-179 (_run_job):1206 [wandb_run.py:_config_callback():1343] config_cb None None {'activation': 'sigmoid', 'batch_size': 64, 'dataset': 'fashion_mnist', 'epochs': 25, 'eps': 1e-06, 'hidden_size': 128, 'learning_rate': 0.0004, 'loss': 'mean_squared_error', 'num_layers': 3, 'optimizer': 'nadam', 'wandb_project': 'cs23d014_assignment_1', 'weight_decay': 0.006, 'weight_ini': 'He Normal'}
2024-03-04 12:11:55,357 INFO    Thread-179 (_run_job):1206 [wandb_init.py:init():720] updated telemetry
2024-03-04 12:11:55,362 INFO    Thread-179 (_run_job):1206 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-03-04 12:11:55,972 INFO    Thread-179 (_run_job):1206 [wandb_run.py:_on_init():2262] communicating current version
2024-03-04 12:11:56,065 INFO    Thread-179 (_run_job):1206 [wandb_run.py:_on_init():2271] got version response 
2024-03-04 12:11:56,066 INFO    Thread-179 (_run_job):1206 [wandb_init.py:init():804] starting run threads in backend
